DEBUG: General     , 1672622667624> 8.323.384> LoggerManager.init                  > Initializing...
LOG  : General     , 1672622704728> 8.360.478> Workshop: 2812326159 installed to D:\SteamLibrary\steamapps\common\ProjectZomboid\steamapps\workshop\content\108600\2812326159
LOG  : General     , 1672622704728> 8.360.479> Workshop: 2901144811 installed to D:\SteamLibrary\steamapps\common\ProjectZomboid\steamapps\workshop\content\108600\2901144811
LOG  : General     , 1672622704728> 8.360.479> Workshop: 2402057349 installed to D:\SteamLibrary\steamapps\common\ProjectZomboid\steamapps\workshop\content\108600\2402057349
LOG  : General     , 1672622704729> 8.360.479> Workshop: 2863895711 installed to D:\SteamLibrary\steamapps\common\ProjectZomboid\steamapps\workshop\content\108600\2863895711
LOG  : General     , 1672622704729> 8.360.479> Workshop: 1902468232 installed to D:\SteamLibrary\steamapps\common\ProjectZomboid\steamapps\workshop\content\108600\1902468232
LOG  : General     , 1672622704729> 8.360.479> Workshop: 2607414076 installed to D:\SteamLibrary\steamapps\common\ProjectZomboid\steamapps\workshop\content\108600\2607414076
LOG  : General     , 1672622704729> 8.360.480> Workshop: 2366717227 installed to D:\SteamLibrary\steamapps\common\ProjectZomboid\steamapps\workshop\content\108600\2366717227
LOG  : General     , 1672622704729> 8.360.480> Workshop: 2769706949 installed to D:\SteamLibrary\steamapps\common\ProjectZomboid\steamapps\workshop\content\108600\2769706949
LOG  : General     , 1672622704729> 8.360.480> Workshop: 2899457928 installed to D:\SteamLibrary\steamapps\common\ProjectZomboid\steamapps\workshop\content\108600\2899457928
LOG  : General     , 1672622704730> 8.360.480> Workshop: 2822286426 installed to D:\SteamLibrary\steamapps\common\ProjectZomboid\steamapps\workshop\content\108600\2822286426
LOG  : General     , 1672622704730> 8.360.480> Workshop: 2004998206 installed to D:\SteamLibrary\steamapps\common\ProjectZomboid\steamapps\workshop\content\108600\2004998206
LOG  : General     , 1672622704730> 8.360.480> Workshop: 2366717227 installed to D:\SteamLibrary\steamapps\common\ProjectZomboid\steamapps\workshop\content\108600\2366717227
LOG  : General     , 1672622704730> 8.360.481> Workshop: 2799152712 installed to D:\SteamLibrary\steamapps\common\ProjectZomboid\steamapps\workshop\content\108600\2799152712
LOG  : General     , 1672622704730> 8.360.481> Workshop: 2732362145 installed to D:\SteamLibrary\steamapps\common\ProjectZomboid\steamapps\workshop\content\108600\2732362145
LOG  : General     , 1672622704730> 8.360.481> Workshop: 2503622437 installed to D:\SteamLibrary\steamapps\common\ProjectZomboid\steamapps\workshop\content\108600\2503622437
LOG  : General     , 1672622704731> 8.360.481> Workshop: 2896041179 installed to D:\SteamLibrary\steamapps\common\ProjectZomboid\steamapps\workshop\content\108600\2896041179
LOG  : General     , 1672622704732> 8.360.483> Start making backup to: C:\Users\Leonardo\Zomboid\backups\startup
LOG  : General     , 1672622712820> 8.368.571> compressionElapsed=5198ms, mergingElapsed=2887ms
LOG  : General     , 1672622713019> 8.368.769> Backup made in 8286 ms
LOG  : General     , 1672622713020> 8.368.770> user database "C:\Users\Leonardo\Zomboid\db\SALV.db"
LOG  : General     , 1672622713375> 8.369.125> admin password changed via -adminpassword option
LOG  : General     , 1672622713375> 8.369.125> Router detection/configuration starting.
LOG  : General     , 1672622713375> 8.369.126> If the server hangs here, set UPnP=false.
LOG  : General     , 1672622716924> 8.372.674> UPnP-enabled internet gateway found: http://192.168.237.254:49153/upnp/control/WANIPConn1
LOG  : General     , 1672622716927> 8.372.677> External IP address: 100.75.80.204
LOG  : General     , 1672622716928> 8.372.678> trying to setup port forwarding rules...
LOG  : Network     , 1672622716928> 8.372.678> [01-01-23 22:25:16.928] > ZNet: Using http://192.168.237.254:49153/upnp/control/WANIPConn1 to map external UDP port 16261 to local port 16261...
LOG  : Network     , 1672622716928> 8.372.678> [01-01-23 22:25:16.928] > ZNet: Checking if the port is already mapped...
LOG  : Network     , 1672622716934> 8.372.684> [01-01-23 22:25:16.934] > ZNet: Port 16261 is already mapped to 192.168.237.66:16261 for 85112 seconds
LOG  : Network     , 1672622716934> 8.372.684> [01-01-23 22:25:16.934] > ZNet: It seems to be our old mapping
LOG  : Network     , 1672622716934> 8.372.684> [01-01-23 22:25:16.934] > ZNet: Deleting this existing mapping...
LOG  : Network     , 1672622716993> 8.372.743> [01-01-23 22:25:16.993] > ZNet: Existing mapping has been successfully removed
LOG  : Network     , 1672622716993> 8.372.743> [01-01-23 22:25:16.993] > ZNet: Adding mapping to the routing table...
LOG  : Network     , 1672622717175> 8.372.925> [01-01-23 22:25:17.174] > ZNet: UPNP_AddPortMapping() succeeded, testing now...
LOG  : Network     , 1672622717179> 8.372.929> [01-01-23 22:25:17.179] > ZNet: UPNP_GetSpecificPortMappingEntry() succeeded, seems that we're good
LOG  : Network     , 1672622717179> 8.372.929> [01-01-23 22:25:17.179] > ZNet: UPNP_GetSpecificPortMappingEntry() results: intClient == '192.168.237.66', intPort == '16261', duration == '86400'
LOG  : Network     , 1672622717179> 8.372.929> Default port has been mapped successfully
LOG  : Network     , 1672622717179> 8.372.929> [01-01-23 22:25:17.179] > ZNet: Using http://192.168.237.254:49153/upnp/control/WANIPConn1 to map external UDP port 16262 to local port 16262...
LOG  : Network     , 1672622717179> 8.372.929> [01-01-23 22:25:17.179] > ZNet: Checking if the port is already mapped...
LOG  : Network     , 1672622717184> 8.372.934> [01-01-23 22:25:17.184] > ZNet: Port 16262 is already mapped to 192.168.237.66:16262 for 85112 seconds
LOG  : Network     , 1672622717184> 8.372.934> [01-01-23 22:25:17.184] > ZNet: It seems to be our old mapping
LOG  : Network     , 1672622717185> 8.372.935> [01-01-23 22:25:17.185] > ZNet: Deleting this existing mapping...
LOG  : Network     , 1672622717335> 8.373.085> [01-01-23 22:25:17.334] > ZNet: Existing mapping has been successfully removed
LOG  : Network     , 1672622717335> 8.373.085> [01-01-23 22:25:17.335] > ZNet: Adding mapping to the routing table...
LOG  : Network     , 1672622717694> 8.373.444> [01-01-23 22:25:17.694] > ZNet: UPNP_AddPortMapping() succeeded, testing now...
LOG  : Network     , 1672622717698> 8.373.449> [01-01-23 22:25:17.698] > ZNet: UPNP_GetSpecificPortMappingEntry() succeeded, seems that we're good
LOG  : Network     , 1672622717699> 8.373.449> [01-01-23 22:25:17.699] > ZNet: UPNP_GetSpecificPortMappingEntry() results: intClient == '192.168.237.66', intPort == '16262', duration == '86400'
LOG  : Network     , 1672622717699> 8.373.449> AdditionUDPPort has been mapped successfully
LOG  : Network     , 1672622717699> 8.373.449> Initialising Server Systems...
LOG  : Mod         , 1672622718085> 8.373.835> refusing to list examplemod
LOG  : Mod         , 1672622718099> 8.373.850> 2x version of azasflags.pack not found.
LOG  : Mod         , 1672622718121> 8.373.871> 2x version of rvinterior.pack found.
LOG  : Mod         , 1672622718127> 8.373.877> 2x version of sbaabags.pack not found.
LOG  : Mod         , 1672622718132> 8.373.882> 2x version of tsarcraft_music.pack found.
WARN : Mod         , 1672622718155> 8.373.906> ZomboidFileSystem.loadModAndRequired> required mod "SpnOpenCloth" not found
LOG  : Mod         , 1672622718158> 8.373.908> loading tsarslib
LOG  : Mod         , 1672622718192> 8.373.943> mod "tsarslib" overrides media/lua/shared/translate/cn/contextmenu_cn.txt
LOG  : Mod         , 1672622718193> 8.373.943> mod "tsarslib" overrides media/lua/shared/translate/cn/ig_ui_cn.txt
LOG  : Mod         , 1672622718194> 8.373.944> mod "tsarslib" overrides media/lua/shared/translate/cn/itemname_cn.txt
LOG  : Mod         , 1672622718195> 8.373.945> mod "tsarslib" overrides media/lua/shared/translate/cn/recipes_cn.txt
LOG  : Mod         , 1672622718195> 8.373.945> mod "tsarslib" overrides media/lua/shared/translate/cn/tooltip_cn.txt
LOG  : Mod         , 1672622718196> 8.373.946> mod "tsarslib" overrides media/lua/shared/translate/de/contextmenu_de.txt
LOG  : Mod         , 1672622718197> 8.373.947> mod "tsarslib" overrides media/lua/shared/translate/de/ig_ui_de.txt
LOG  : Mod         , 1672622718197> 8.373.948> mod "tsarslib" overrides media/lua/shared/translate/de/itemname_de.txt
LOG  : Mod         , 1672622718198> 8.373.948> mod "tsarslib" overrides media/lua/shared/translate/de/recipes_de.txt
LOG  : Mod         , 1672622718199> 8.373.949> mod "tsarslib" overrides media/lua/shared/translate/de/tooltip_de.txt
LOG  : Mod         , 1672622718199> 8.373.950> mod "tsarslib" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1672622718200> 8.373.950> mod "tsarslib" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1672622718201> 8.373.951> mod "tsarslib" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1672622718201> 8.373.952> mod "tsarslib" overrides media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1672622718202> 8.373.952> mod "tsarslib" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1672622718203> 8.373.953> mod "tsarslib" overrides media/lua/shared/translate/es/contextmenu_es.txt
LOG  : Mod         , 1672622718203> 8.373.954> mod "tsarslib" overrides media/lua/shared/translate/es/ig_ui_es.txt
LOG  : Mod         , 1672622718204> 8.373.954> mod "tsarslib" overrides media/lua/shared/translate/es/itemname_es.txt
LOG  : Mod         , 1672622718205> 8.373.955> mod "tsarslib" overrides media/lua/shared/translate/es/recipes_es.txt
LOG  : Mod         , 1672622718205> 8.373.956> mod "tsarslib" overrides media/lua/shared/translate/es/tooltip_es.txt
LOG  : Mod         , 1672622718206> 8.373.956> mod "tsarslib" overrides media/lua/shared/translate/fr/contextmenu_fr.txt
LOG  : Mod         , 1672622718207> 8.373.957> mod "tsarslib" overrides media/lua/shared/translate/fr/ig_ui_fr.txt
LOG  : Mod         , 1672622718208> 8.373.958> mod "tsarslib" overrides media/lua/shared/translate/it/contextmenu_it.txt
LOG  : Mod         , 1672622718208> 8.373.959> mod "tsarslib" overrides media/lua/shared/translate/it/ig_ui_it.txt
LOG  : Mod         , 1672622718209> 8.373.960> mod "tsarslib" overrides media/lua/shared/translate/it/recipes_it.txt
LOG  : Mod         , 1672622718210> 8.373.960> mod "tsarslib" overrides media/lua/shared/translate/it/tooltip_it.txt
LOG  : Mod         , 1672622718211> 8.373.961> mod "tsarslib" overrides media/lua/shared/translate/jp/contextmenu_jp.txt
LOG  : Mod         , 1672622718211> 8.373.962> mod "tsarslib" overrides media/lua/shared/translate/jp/ig_ui_jp.txt
LOG  : Mod         , 1672622718212> 8.373.962> mod "tsarslib" overrides media/lua/shared/translate/jp/itemname_jp.txt
LOG  : Mod         , 1672622718213> 8.373.963> mod "tsarslib" overrides media/lua/shared/translate/jp/recipes_jp.txt
LOG  : Mod         , 1672622718213> 8.373.964> mod "tsarslib" overrides media/lua/shared/translate/jp/tooltip_jp.txt
LOG  : Mod         , 1672622718214> 8.373.964> mod "tsarslib" overrides media/lua/shared/translate/pl/contextmenu_pl.txt
LOG  : Mod         , 1672622718215> 8.373.965> mod "tsarslib" overrides media/lua/shared/translate/pl/ig_ui_pl.txt
LOG  : Mod         , 1672622718215> 8.373.966> mod "tsarslib" overrides media/lua/shared/translate/pl/items_pl.txt
LOG  : Mod         , 1672622718216> 8.373.966> mod "tsarslib" overrides media/lua/shared/translate/pl/recipes_pl.txt
LOG  : Mod         , 1672622718217> 8.373.967> mod "tsarslib" overrides media/lua/shared/translate/pl/tooltip_pl.txt
LOG  : Mod         , 1672622718218> 8.373.968> mod "tsarslib" overrides media/lua/shared/translate/ptbr/contextmenu_ptbr.txt
LOG  : Mod         , 1672622718219> 8.373.969> mod "tsarslib" overrides media/lua/shared/translate/ptbr/ig_ui_ptbr.txt
LOG  : Mod         , 1672622718219> 8.373.970> mod "tsarslib" overrides media/lua/shared/translate/ptbr/itemname_ptbr.txt
LOG  : Mod         , 1672622718220> 8.373.970> mod "tsarslib" overrides media/lua/shared/translate/ptbr/recipes_ptbr.txt
LOG  : Mod         , 1672622718221> 8.373.971> mod "tsarslib" overrides media/lua/shared/translate/ptbr/tooltip_ptbr.txt
LOG  : Mod         , 1672622718221> 8.373.972> mod "tsarslib" overrides media/lua/shared/translate/ru/contextmenu_ru.txt
LOG  : Mod         , 1672622718222> 8.373.972> mod "tsarslib" overrides media/lua/shared/translate/ru/ig_ui_ru.txt
LOG  : Mod         , 1672622718223> 8.373.973> mod "tsarslib" overrides media/lua/shared/translate/ru/itemname_ru.txt
LOG  : Mod         , 1672622718223> 8.373.974> mod "tsarslib" overrides media/lua/shared/translate/ru/recipes_ru.txt
LOG  : Mod         , 1672622718224> 8.373.974> mod "tsarslib" overrides media/lua/shared/translate/ru/tooltip_ru.txt
LOG  : Mod         , 1672622718302> 8.374.052> loading ATA_Bus
LOG  : Mod         , 1672622718306> 8.374.056> mod "ATA_Bus" overrides changelog.txt
LOG  : Mod         , 1672622718349> 8.374.099> mod "ATA_Bus" overrides preview.png
LOG  : Mod         , 1672622718349> 8.374.100> loading autotsartrailers
LOG  : Mod         , 1672622718354> 8.374.104> mod "autotsartrailers" overrides changelog.txt
LOG  : Mod         , 1672622718402> 8.374.153> mod "autotsartrailers" overrides media/textures/vehicles/vehicle_trailer.png
LOG  : Mod         , 1672622718418> 8.374.168> loading AzasFlags
LOG  : Mod         , 1672622718422> 8.374.172> loading BB_Utils
LOG  : Mod         , 1672622718424> 8.374.175> loading BB_CommonSense
LOG  : Mod         , 1672622718428> 8.374.178> mod "BB_CommonSense" overrides icon.png
LOG  : Mod         , 1672622718432> 8.374.182> mod "BB_CommonSense" overrides media/lua/shared/translate/ch/contextmenu_ch.txt
LOG  : Mod         , 1672622718433> 8.374.183> mod "BB_CommonSense" overrides media/lua/shared/translate/ch/ig_ui_ch.txt
LOG  : Mod         , 1672622718433> 8.374.184> mod "BB_CommonSense" overrides media/lua/shared/translate/ch/recipes_ch.txt
LOG  : Mod         , 1672622718435> 8.374.185> mod "BB_CommonSense" overrides media/lua/shared/translate/de/contextmenu_de.txt
LOG  : Mod         , 1672622718435> 8.374.185> mod "BB_CommonSense" overrides media/lua/shared/translate/de/ig_ui_de.txt
LOG  : Mod         , 1672622718436> 8.374.186> mod "BB_CommonSense" overrides media/lua/shared/translate/de/recipes_de.txt
LOG  : Mod         , 1672622718437> 8.374.188> mod "BB_CommonSense" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1672622718438> 8.374.188> mod "BB_CommonSense" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1672622718439> 8.374.189> mod "BB_CommonSense" overrides media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1672622718440> 8.374.190> mod "BB_CommonSense" overrides media/lua/shared/translate/es/contextmenu_es.txt
LOG  : Mod         , 1672622718440> 8.374.191> mod "BB_CommonSense" overrides media/lua/shared/translate/es/ig_ui_es.txt
LOG  : Mod         , 1672622718441> 8.374.191> mod "BB_CommonSense" overrides media/lua/shared/translate/es/recipes_es.txt
LOG  : Mod         , 1672622718442> 8.374.193> mod "BB_CommonSense" overrides media/lua/shared/translate/fr/contextmenu_fr.txt
LOG  : Mod         , 1672622718443> 8.374.193> mod "BB_CommonSense" overrides media/lua/shared/translate/fr/ig_ui_fr.txt
LOG  : Mod         , 1672622718444> 8.374.194> mod "BB_CommonSense" overrides media/lua/shared/translate/fr/recipes_fr.txt
LOG  : Mod         , 1672622718445> 8.374.195> mod "BB_CommonSense" overrides media/lua/shared/translate/it/contextmenu_it.txt
LOG  : Mod         , 1672622718446> 8.374.196> mod "BB_CommonSense" overrides media/lua/shared/translate/it/ig_ui_it.txt
LOG  : Mod         , 1672622718446> 8.374.197> mod "BB_CommonSense" overrides media/lua/shared/translate/it/recipes_it.txt
